mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,team_opp,total_opp,home_opp,season,date,won
240.0,240.0,36.0,83.0,0.434,7.0,26.0,0.269,17.0,24.0,0.708,15.0,33.0,48.0,14.0,6.0,1.0,19.0,22.0,96.0,,0.513,0.476,0.313,0.289,32.6,86.8,57.1,38.9,6.2,2.4,16.9,100.0,99.0,121.6,HOU,96,1,0,240.0,240.0,40.0,81.0,0.494,15.0,40.0,0.375,23.0,29.0,0.793,5.0,31.0,36.0,23.0,12.0,7.0,12.0,21.0,118.0,,0.629,0.586,0.494,0.358,13.2,67.4,42.9,57.5,12.4,12.3,11.3,100.0,121.6,99.0,BRK,118,0,2023,2023-03-07,False
240.0,240.0,40.0,81.0,0.494,15.0,40.0,0.375,23.0,29.0,0.793,5.0,31.0,36.0,23.0,12.0,7.0,12.0,21.0,118.0,,0.629,0.586,0.494,0.358,13.2,67.4,42.9,57.5,12.4,12.3,11.3,100.0,121.6,99.0,BRK,118,0,1,240.0,240.0,36.0,83.0,0.434,7.0,26.0,0.269,17.0,24.0,0.708,15.0,33.0,48.0,14.0,6.0,1.0,19.0,22.0,96.0,,0.513,0.476,0.313,0.289,32.6,86.8,57.1,38.9,6.2,2.4,16.9,100.0,99.0,121.6,HOU,96,1,2023,2023-03-07,True
240.0,240.0,46.0,78.0,0.59,10.0,28.0,0.357,32.0,34.0,0.941,3.0,35.0,38.0,28.0,5.0,5.0,16.0,18.0,134.0,,0.721,0.654,0.359,0.436,9.7,77.8,50.0,60.9,4.7,7.1,14.7,100.0,125.8,115.5,MIL,134,0,1,240.0,240.0,50.0,100.0,0.5,9.0,30.0,0.3,14.0,19.0,0.737,10.0,28.0,38.0,24.0,7.0,0.0,13.0,22.0,123.0,,0.568,0.545,0.3,0.19,22.2,90.3,50.0,48.0,6.6,0.0,10.7,100.0,115.5,125.8,ORL,123,1,2023,2023-03-07,True
240.0,240.0,41.0,90.0,0.456,7.0,28.0,0.25,23.0,29.0,0.793,7.0,50.0,57.0,27.0,4.0,2.0,13.0,18.0,112.0,,0.545,0.494,0.311,0.322,15.2,89.3,55.9,65.9,3.8,3.6,11.2,100.0,105.8,97.3,LAL,112,1,0,240.0,240.0,36.0,93.0,0.387,9.0,37.0,0.243,22.0,29.0,0.759,6.0,39.0,45.0,18.0,6.0,6.0,7.0,25.0,103.0,,0.487,0.435,0.398,0.312,10.7,84.8,44.1,50.0,5.7,9.7,6.2,100.0,97.3,105.8,MEM,103,0,2023,2023-03-07,True
240.0,240.0,50.0,94.0,0.532,17.0,37.0,0.459,20.0,24.0,0.833,13.0,31.0,44.0,28.0,10.0,2.0,15.0,17.0,137.0,,0.655,0.622,0.394,0.255,34.2,79.5,57.1,56.0,9.5,5.3,12.5,100.0,130.7,122.1,OKC,137,1,0,240.0,240.0,47.0,89.0,0.528,20.0,51.0,0.392,14.0,16.0,0.875,8.0,25.0,33.0,36.0,8.0,3.0,21.0,21.0,128.0,,0.666,0.64,0.573,0.18,20.5,65.8,42.9,76.6,7.6,5.3,17.9,100.0,122.1,130.7,GSW,128,0,2023,2023-03-07,True
240.0,240.0,43.0,84.0,0.512,13.0,30.0,0.433,18.0,22.0,0.818,10.0,20.0,30.0,29.0,6.0,3.0,11.0,16.0,117.0,,0.624,0.589,0.357,0.262,26.3,69.0,44.8,67.4,6.6,5.4,10.5,100.0,128.0,130.2,DET,117,1,0,240.0,240.0,47.0,81.0,0.58,12.0,25.0,0.48,13.0,17.0,0.765,9.0,28.0,37.0,27.0,9.0,5.0,14.0,20.0,119.0,,0.672,0.654,0.309,0.21,31.0,73.7,55.2,57.4,9.8,9.3,13.7,100.0,130.2,128.0,WAS,119,0,2023,2023-03-07,False
240.0,240.0,34.0,86.0,0.395,11.0,36.0,0.306,15.0,21.0,0.714,6.0,28.0,34.0,19.0,9.0,7.0,11.0,16.0,94.0,,0.493,0.459,0.419,0.244,11.5,77.8,38.6,55.9,9.3,12.5,10.4,100.0,96.7,120.4,MIN,94,1,0,240.0,240.0,40.0,81.0,0.494,15.0,25.0,0.6,22.0,23.0,0.957,8.0,46.0,54.0,21.0,8.0,6.0,15.0,17.0,117.0,,0.642,0.586,0.309,0.284,22.2,88.5,61.4,52.5,8.2,12.0,14.1,100.0,120.4,96.7,PHI,117,0,2023,2023-03-07,False
240.0,240.0,40.0,81.0,0.494,15.0,25.0,0.6,22.0,23.0,0.957,8.0,46.0,54.0,21.0,8.0,6.0,15.0,17.0,117.0,,0.642,0.586,0.309,0.284,22.2,88.5,61.4,52.5,8.2,12.0,14.1,100.0,120.4,96.7,PHI,117,0,1,240.0,240.0,34.0,86.0,0.395,11.0,36.0,0.306,15.0,21.0,0.714,6.0,28.0,34.0,19.0,9.0,7.0,11.0,16.0,94.0,,0.493,0.459,0.419,0.244,11.5,77.8,38.6,55.9,9.3,12.5,10.4,100.0,96.7,120.4,MIN,94,1,2023,2023-03-07,True
240.0,240.0,42.0,85.0,0.494,12.0,32.0,0.375,16.0,21.0,0.762,10.0,32.0,42.0,27.0,2.0,5.0,10.0,20.0,112.0,,0.594,0.565,0.376,0.247,25.6,76.2,51.9,64.3,2.2,10.2,9.6,100.0,120.9,113.4,CHO,112,0,1,240.0,240.0,38.0,89.0,0.427,11.0,40.0,0.275,18.0,24.0,0.75,10.0,29.0,39.0,18.0,3.0,4.0,8.0,18.0,105.0,,0.527,0.489,0.449,0.27,23.8,74.4,48.1,47.4,3.2,7.5,7.4,100.0,113.4,120.9,NYK,105,1,2023,2023-03-07,True
240.0,240.0,38.0,89.0,0.427,11.0,40.0,0.275,18.0,24.0,0.75,10.0,29.0,39.0,18.0,3.0,4.0,8.0,18.0,105.0,,0.527,0.489,0.449,0.27,23.8,74.4,48.1,47.4,3.2,7.5,7.4,100.0,113.4,120.9,NYK,105,1,0,240.0,240.0,42.0,85.0,0.494,12.0,32.0,0.375,16.0,21.0,0.762,10.0,32.0,42.0,27.0,2.0,5.0,10.0,20.0,112.0,,0.594,0.565,0.376,0.247,25.6,76.2,51.9,64.3,2.2,10.2,9.6,100.0,120.9,113.4,CHO,112,0,2023,2023-03-07,False
240.0,240.0,42.0,89.0,0.472,19.0,45.0,0.422,17.0,22.0,0.773,3.0,40.0,43.0,24.0,10.0,6.0,16.0,20.0,120.0,,0.608,0.579,0.506,0.247,6.8,87.0,47.8,57.1,9.0,12.5,14.0,100.0,108.5,104.9,DAL,120,1,0,240.0,240.0,41.0,92.0,0.446,15.0,44.0,0.341,19.0,25.0,0.76,6.0,41.0,47.0,23.0,10.0,4.0,16.0,23.0,116.0,,0.563,0.527,0.478,0.272,13.0,93.2,52.2,56.1,9.0,9.1,13.4,100.0,104.9,108.5,UTA,116,0,2023,2023-03-07,True
240.0,240.0,47.0,89.0,0.528,20.0,51.0,0.392,14.0,16.0,0.875,8.0,25.0,33.0,36.0,8.0,3.0,21.0,21.0,128.0,,0.666,0.64,0.573,0.18,20.5,65.8,42.9,76.6,7.6,5.3,17.9,100.0,122.1,130.7,GSW,128,0,1,240.0,240.0,50.0,94.0,0.532,17.0,37.0,0.459,20.0,24.0,0.833,13.0,31.0,44.0,28.0,10.0,2.0,15.0,17.0,137.0,,0.655,0.622,0.394,0.255,34.2,79.5,57.1,56.0,9.5,5.3,12.5,100.0,130.7,122.1,OKC,137,1,2023,2023-03-07,False
240.0,240.0,50.0,100.0,0.5,9.0,30.0,0.3,14.0,19.0,0.737,10.0,28.0,38.0,24.0,7.0,0.0,13.0,22.0,123.0,,0.568,0.545,0.3,0.19,22.2,90.3,50.0,48.0,6.6,0.0,10.7,100.0,115.5,125.8,ORL,123,1,0,240.0,240.0,46.0,78.0,0.59,10.0,28.0,0.357,32.0,34.0,0.941,3.0,35.0,38.0,28.0,5.0,5.0,16.0,18.0,134.0,,0.721,0.654,0.359,0.436,9.7,77.8,50.0,60.9,4.7,7.1,14.7,100.0,125.8,115.5,MIL,134,0,2023,2023-03-07,False
240.0,240.0,30.0,82.0,0.366,11.0,39.0,0.282,22.0,27.0,0.815,6.0,41.0,47.0,18.0,5.0,2.0,15.0,19.0,93.0,,0.495,0.433,0.476,0.329,13.0,89.1,51.1,60.0,5.0,5.1,13.8,100.0,92.4,114.3,POR,93,0,1,240.0,240.0,42.0,88.0,0.477,18.0,49.0,0.367,13.0,20.0,0.65,5.0,40.0,45.0,26.0,9.0,2.0,10.0,20.0,115.0,,0.594,0.58,0.557,0.227,10.9,87.0,48.9,61.9,8.9,4.7,9.4,100.0,114.3,92.4,BOS,115,1,2023,2023-03-08,False
240.0,240.0,42.0,88.0,0.477,18.0,49.0,0.367,13.0,20.0,0.65,5.0,40.0,45.0,26.0,9.0,2.0,10.0,20.0,115.0,,0.594,0.58,0.557,0.227,10.9,87.0,48.9,61.9,8.9,4.7,9.4,100.0,114.3,92.4,BOS,115,1,0,240.0,240.0,30.0,82.0,0.366,11.0,39.0,0.282,22.0,27.0,0.815,6.0,41.0,47.0,18.0,5.0,2.0,15.0,19.0,93.0,,0.495,0.433,0.476,0.329,13.0,89.1,51.1,60.0,5.0,5.1,13.8,100.0,92.4,114.3,POR,93,0,2023,2023-03-08,True
240.0,240.0,33.0,88.0,0.375,15.0,43.0,0.349,20.0,21.0,0.952,7.0,30.0,37.0,23.0,9.0,2.0,16.0,13.0,101.0,,0.519,0.46,0.489,0.239,14.9,68.2,40.7,69.7,8.9,3.9,14.1,100.0,99.6,130.2,OKC,101,0,1,240.0,240.0,49.0,94.0,0.521,20.0,43.0,0.465,14.0,16.0,0.875,14.0,40.0,54.0,31.0,10.0,7.0,14.0,17.0,132.0,,0.653,0.628,0.457,0.17,31.8,85.1,59.3,63.3,9.9,15.6,12.2,100.0,130.2,99.6,PHO,132,1,2023,2023-03-08,False
240.0,240.0,37.0,88.0,0.42,15.0,40.0,0.375,7.0,15.0,0.467,11.0,33.0,44.0,26.0,5.0,2.0,11.0,16.0,96.0,,0.507,0.506,0.455,0.17,21.2,78.6,46.8,70.3,5.3,3.1,10.4,100.0,102.2,124.6,DEN,96,1,0,240.0,240.0,46.0,89.0,0.517,8.0,24.0,0.333,17.0,18.0,0.944,9.0,41.0,50.0,26.0,9.0,2.0,8.0,16.0,117.0,,0.604,0.562,0.27,0.202,21.4,78.8,53.2,56.5,9.6,4.2,7.6,100.0,124.6,102.2,CHI,117,0,2023,2023-03-08,False
240.0,240.0,46.0,89.0,0.517,8.0,24.0,0.333,17.0,18.0,0.944,9.0,41.0,50.0,26.0,9.0,2.0,8.0,16.0,117.0,,0.604,0.562,0.27,0.202,21.4,78.8,53.2,56.5,9.6,4.2,7.6,100.0,124.6,102.2,CHI,117,0,1,240.0,240.0,37.0,88.0,0.42,15.0,40.0,0.375,7.0,15.0,0.467,11.0,33.0,44.0,26.0,5.0,2.0,11.0,16.0,96.0,,0.507,0.506,0.455,0.17,21.2,78.6,46.8,70.3,5.3,3.1,10.4,100.0,102.2,124.6,DEN,96,1,2023,2023-03-08,True
240.0,240.0,45.0,85.0,0.529,12.0,29.0,0.414,20.0,26.0,0.769,8.0,28.0,36.0,26.0,11.0,5.0,11.0,17.0,122.0,,0.633,0.6,0.341,0.306,19.5,82.4,48.0,57.8,11.1,9.3,10.2,100.0,123.2,121.2,ATL,122,0,1,240.0,240.0,47.0,83.0,0.566,12.0,29.0,0.414,14.0,17.0,0.824,6.0,33.0,39.0,34.0,9.0,1.0,17.0,16.0,120.0,,0.663,0.639,0.349,0.205,17.6,80.5,52.0,72.3,9.1,1.8,15.8,100.0,121.2,123.2,WAS,120,1,2023,2023-03-08,True
240.0,240.0,49.0,94.0,0.521,20.0,43.0,0.465,14.0,16.0,0.875,14.0,40.0,54.0,31.0,10.0,7.0,14.0,17.0,132.0,,0.653,0.628,0.457,0.17,31.8,85.1,59.3,63.3,9.9,15.6,12.2,100.0,130.2,99.6,PHO,132,1,0,240.0,240.0,33.0,88.0,0.375,15.0,43.0,0.349,20.0,21.0,0.952,7.0,30.0,37.0,23.0,9.0,2.0,16.0,13.0,101.0,,0.519,0.46,0.489,0.239,14.9,68.2,40.7,69.7,8.9,3.9,14.1,100.0,99.6,130.2,OKC,101,0,2023,2023-03-08,True
240.0,240.0,37.0,96.0,0.385,13.0,32.0,0.406,13.0,14.0,0.929,15.0,26.0,41.0,21.0,12.0,2.0,12.0,23.0,100.0,,0.489,0.453,0.333,0.146,30.0,74.3,48.2,56.8,12.9,3.9,10.5,100.0,107.4,116.0,TOR,100,0,1,240.0,240.0,39.0,71.0,0.549,6.0,20.0,0.3,24.0,31.0,0.774,9.0,35.0,44.0,23.0,9.0,4.0,17.0,18.0,108.0,,0.638,0.592,0.282,0.437,25.7,70.0,51.8,59.0,9.7,6.3,16.7,100.0,116.0,107.4,LAC,108,1,2023,2023-03-08,False
240.0,240.0,38.0,88.0,0.432,16.0,46.0,0.348,14.0,19.0,0.737,5.0,29.0,34.0,24.0,7.0,0.0,9.0,18.0,106.0,,0.55,0.523,0.523,0.216,11.1,76.3,41.0,63.2,7.2,0.0,8.5,100.0,109.6,116.8,DAL,106,0,1,240.0,240.0,42.0,83.0,0.506,13.0,27.0,0.481,16.0,18.0,0.889,9.0,40.0,49.0,32.0,4.0,6.0,15.0,19.0,113.0,,0.621,0.584,0.325,0.217,23.7,88.9,59.0,76.2,4.1,14.3,14.2,100.0,116.8,109.6,NOP,113,1,2023,2023-03-08,False
240.0,240.0,47.0,83.0,0.566,12.0,29.0,0.414,14.0,17.0,0.824,6.0,33.0,39.0,34.0,9.0,1.0,17.0,16.0,120.0,,0.663,0.639,0.349,0.205,17.6,80.5,52.0,72.3,9.1,1.8,15.8,100.0,121.2,123.2,WAS,120,1,0,240.0,240.0,45.0,85.0,0.529,12.0,29.0,0.414,20.0,26.0,0.769,8.0,28.0,36.0,26.0,11.0,5.0,11.0,17.0,122.0,,0.633,0.6,0.341,0.306,19.5,82.4,48.0,57.8,11.1,9.3,10.2,100.0,123.2,121.2,ATL,122,0,2023,2023-03-08,False
240.0,240.0,35.0,70.0,0.5,8.0,29.0,0.276,22.0,29.0,0.759,10.0,27.0,37.0,22.0,7.0,4.0,22.0,19.0,100.0,,0.604,0.557,0.414,0.414,28.6,79.4,53.6,62.9,7.5,7.7,21.0,100.0,107.3,111.5,MIA,100,1,0,240.0,240.0,39.0,80.0,0.488,9.0,28.0,0.321,17.0,19.0,0.895,7.0,25.0,32.0,26.0,13.0,3.0,15.0,23.0,104.0,,0.589,0.544,0.35,0.238,20.6,71.4,46.4,66.7,13.9,7.3,14.5,100.0,111.5,107.3,CLE,104,0,2023,2023-03-08,False
240.0,240.0,39.0,80.0,0.488,9.0,28.0,0.321,17.0,19.0,0.895,7.0,25.0,32.0,26.0,13.0,3.0,15.0,23.0,104.0,,0.589,0.544,0.35,0.238,20.6,71.4,46.4,66.7,13.9,7.3,14.5,100.0,111.5,107.3,CLE,104,0,1,240.0,240.0,35.0,70.0,0.5,8.0,29.0,0.276,22.0,29.0,0.759,10.0,27.0,37.0,22.0,7.0,4.0,22.0,19.0,100.0,,0.604,0.557,0.414,0.414,28.6,79.4,53.6,62.9,7.5,7.7,21.0,100.0,107.3,111.5,MIA,100,1,2023,2023-03-08,True
240.0,240.0,42.0,83.0,0.506,13.0,27.0,0.481,16.0,18.0,0.889,9.0,40.0,49.0,32.0,4.0,6.0,15.0,19.0,113.0,,0.621,0.584,0.325,0.217,23.7,88.9,59.0,76.2,4.1,14.3,14.2,100.0,116.8,109.6,NOP,113,1,0,240.0,240.0,38.0,88.0,0.432,16.0,46.0,0.348,14.0,19.0,0.737,5.0,29.0,34.0,24.0,7.0,0.0,9.0,18.0,106.0,,0.55,0.523,0.523,0.216,11.1,76.3,41.0,63.2,7.2,0.0,8.5,100.0,109.6,116.8,DAL,106,0,2023,2023-03-08,True
240.0,240.0,39.0,71.0,0.549,6.0,20.0,0.3,24.0,31.0,0.774,9.0,35.0,44.0,23.0,9.0,4.0,17.0,18.0,108.0,,0.638,0.592,0.282,0.437,25.7,70.0,51.8,59.0,9.7,6.3,16.7,100.0,116.0,107.4,LAC,108,1,0,240.0,240.0,37.0,96.0,0.385,13.0,32.0,0.406,13.0,14.0,0.929,15.0,26.0,41.0,21.0,12.0,2.0,12.0,23.0,100.0,,0.489,0.453,0.333,0.146,30.0,74.3,48.2,56.8,12.9,3.9,10.5,100.0,107.4,116.0,TOR,100,0,2023,2023-03-08,True
240.0,240.0,43.0,86.0,0.5,8.0,24.0,0.333,19.0,32.0,0.594,13.0,31.0,44.0,24.0,11.0,9.0,12.0,18.0,113.0,,0.565,0.547,0.279,0.372,29.5,64.6,47.8,55.8,11.3,13.2,10.7,100.0,116.1,105.8,CHO,113,0,1,240.0,240.0,40.0,89.0,0.449,7.0,21.0,0.333,16.0,20.0,0.8,17.0,31.0,48.0,20.0,5.0,4.0,19.0,22.0,103.0,,0.527,0.489,0.236,0.225,35.4,70.5,52.2,50.0,5.1,6.5,16.3,100.0,105.8,116.1,DET,103,1,2023,2023-03-09,True
265.0,265.0,49.0,107.0,0.458,6.0,17.0,0.353,21.0,29.0,0.724,20.0,38.0,58.0,18.0,6.0,6.0,16.0,22.0,125.0,,0.522,0.486,0.159,0.271,37.0,82.6,58.0,36.7,5.4,10.9,11.8,100.0,112.9,121.1,HOU,125,0,1,265.0,265.0,48.0,100.0,0.48,18.0,45.0,0.4,20.0,21.0,0.952,8.0,34.0,42.0,34.0,12.0,15.0,11.0,21.0,134.0,,0.613,0.57,0.45,0.21,17.4,63.0,42.0,70.8,10.8,16.7,9.1,100.0,121.1,112.9,IND,134,1,2023,2023-03-09,False
240.0,240.0,50.0,93.0,0.538,18.0,40.0,0.45,13.0,18.0,0.722,9.0,33.0,42.0,36.0,6.0,3.0,12.0,18.0,131.0,,0.649,0.634,0.43,0.194,27.3,80.5,56.8,72.0,6.0,8.1,10.6,100.0,131.9,110.7,MEM,131,1,0,240.0,240.0,36.0,82.0,0.439,15.0,45.0,0.333,23.0,24.0,0.958,8.0,24.0,32.0,25.0,9.0,3.0,17.0,17.0,110.0,,0.594,0.53,0.549,0.293,19.5,72.7,43.2,69.4,9.1,5.7,15.5,100.0,110.7,131.9,GSW,110,0,2023,2023-03-09,True
240.0,240.0,49.0,88.0,0.557,13.0,34.0,0.382,20.0,21.0,0.952,11.0,31.0,42.0,27.0,7.0,8.0,17.0,26.0,131.0,,0.674,0.631,0.386,0.239,31.4,72.1,53.8,55.1,6.9,13.3,14.9,100.0,129.9,122.9,UTA,131,0,1,240.0,240.0,44.0,94.0,0.468,16.0,34.0,0.471,20.0,31.0,0.645,12.0,24.0,36.0,21.0,9.0,4.0,10.0,16.0,124.0,,0.576,0.553,0.362,0.33,27.9,68.6,46.2,47.7,8.9,7.4,8.5,100.0,122.9,129.9,ORL,124,1,2023,2023-03-09,True
265.0,265.0,48.0,100.0,0.48,18.0,45.0,0.4,20.0,21.0,0.952,8.0,34.0,42.0,34.0,12.0,15.0,11.0,21.0,134.0,,0.613,0.57,0.45,0.21,17.4,63.0,42.0,70.8,10.8,16.7,9.1,100.0,121.1,112.9,IND,134,1,0,265.0,265.0,49.0,107.0,0.458,6.0,17.0,0.353,21.0,29.0,0.724,20.0,38.0,58.0,18.0,6.0,6.0,16.0,22.0,125.0,,0.522,0.486,0.159,0.271,37.0,82.6,58.0,36.7,5.4,10.9,11.8,100.0,112.9,121.1,HOU,125,0,2023,2023-03-09,True
240.0,240.0,44.0,94.0,0.468,16.0,34.0,0.471,20.0,31.0,0.645,12.0,24.0,36.0,21.0,9.0,4.0,10.0,16.0,124.0,,0.576,0.553,0.362,0.33,27.9,68.6,46.2,47.7,8.9,7.4,8.5,100.0,122.9,129.9,ORL,124,1,0,240.0,240.0,49.0,88.0,0.557,13.0,34.0,0.382,20.0,21.0,0.952,11.0,31.0,42.0,27.0,7.0,8.0,17.0,26.0,131.0,,0.674,0.631,0.386,0.239,31.4,72.1,53.8,55.1,6.9,13.3,14.9,100.0,129.9,122.9,UTA,131,0,2023,2023-03-09,False
240.0,240.0,40.0,89.0,0.449,7.0,21.0,0.333,16.0,20.0,0.8,17.0,31.0,48.0,20.0,5.0,4.0,19.0,22.0,103.0,,0.527,0.489,0.236,0.225,35.4,70.5,52.2,50.0,5.1,6.5,16.3,100.0,105.8,116.1,DET,103,1,0,240.0,240.0,43.0,86.0,0.5,8.0,24.0,0.333,19.0,32.0,0.594,13.0,31.0,44.0,24.0,11.0,9.0,12.0,18.0,113.0,,0.565,0.547,0.279,0.372,29.5,64.6,47.8,55.8,11.3,13.2,10.7,100.0,116.1,105.8,CHO,113,0,2023,2023-03-09,False
240.0,240.0,44.0,104.0,0.423,19.0,50.0,0.38,11.0,14.0,0.786,20.0,41.0,61.0,33.0,8.0,12.0,16.0,14.0,118.0,,0.536,0.514,0.481,0.135,38.5,73.2,56.5,75.0,7.7,17.6,12.7,100.0,114.2,109.4,MIL,118,1,0,240.0,240.0,41.0,104.0,0.394,14.0,36.0,0.389,17.0,17.0,1.0,15.0,32.0,47.0,20.0,10.0,4.0,13.0,12.0,113.0,,0.507,0.462,0.346,0.163,26.8,61.5,43.5,48.8,9.7,7.4,10.4,100.0,109.4,114.2,BRK,113,0,2023,2023-03-09,True
240.0,240.0,44.0,84.0,0.524,10.0,32.0,0.313,24.0,32.0,0.75,6.0,36.0,42.0,28.0,10.0,3.0,12.0,21.0,122.0,,0.622,0.583,0.381,0.381,14.6,61.0,42.0,63.6,9.8,5.9,10.9,100.0,119.4,114.5,SAC,122,1,0,240.0,240.0,42.0,101.0,0.416,13.0,50.0,0.26,20.0,31.0,0.645,23.0,35.0,58.0,27.0,8.0,1.0,13.0,25.0,117.0,,0.51,0.48,0.495,0.307,39.0,85.4,58.0,64.3,7.8,1.9,10.2,100.0,114.5,119.4,NYK,117,0,2023,2023-03-09,True
240.0,240.0,42.0,101.0,0.416,13.0,50.0,0.26,20.0,31.0,0.645,23.0,35.0,58.0,27.0,8.0,1.0,13.0,25.0,117.0,,0.51,0.48,0.495,0.307,39.0,85.4,58.0,64.3,7.8,1.9,10.2,100.0,114.5,119.4,NYK,117,0,1,240.0,240.0,44.0,84.0,0.524,10.0,32.0,0.313,24.0,32.0,0.75,6.0,36.0,42.0,28.0,10.0,3.0,12.0,21.0,122.0,,0.622,0.583,0.381,0.381,14.6,61.0,42.0,63.6,9.8,5.9,10.9,100.0,119.4,114.5,SAC,122,1,2023,2023-03-09,False
240.0,240.0,36.0,82.0,0.439,15.0,45.0,0.333,23.0,24.0,0.958,8.0,24.0,32.0,25.0,9.0,3.0,17.0,17.0,110.0,,0.594,0.53,0.549,0.293,19.5,72.7,43.2,69.4,9.1,5.7,15.5,100.0,110.7,131.9,GSW,110,0,1,240.0,240.0,50.0,93.0,0.538,18.0,40.0,0.45,13.0,18.0,0.722,9.0,33.0,42.0,36.0,6.0,3.0,12.0,18.0,131.0,,0.649,0.634,0.43,0.194,27.3,80.5,56.8,72.0,6.0,8.1,10.6,100.0,131.9,110.7,MEM,131,1,2023,2023-03-09,False
240.0,240.0,41.0,104.0,0.394,14.0,36.0,0.389,17.0,17.0,1.0,15.0,32.0,47.0,20.0,10.0,4.0,13.0,12.0,113.0,,0.507,0.462,0.346,0.163,26.8,61.5,43.5,48.8,9.7,7.4,10.4,100.0,109.4,114.2,BRK,113,0,1,240.0,240.0,44.0,104.0,0.423,19.0,50.0,0.38,11.0,14.0,0.786,20.0,41.0,61.0,33.0,8.0,12.0,16.0,14.0,118.0,,0.536,0.514,0.481,0.135,38.5,73.2,56.5,75.0,7.7,17.6,12.7,100.0,114.2,109.4,MIL,118,1,2023,2023-03-09,False
240.0,240.0,44.0,90.0,0.489,13.0,35.0,0.371,19.0,20.0,0.95,8.0,25.0,33.0,32.0,14.0,4.0,14.0,14.0,120.0,,0.607,0.561,0.389,0.222,17.8,65.8,39.8,72.7,13.6,6.6,12.4,100.0,116.3,124.1,DEN,120,0,1,240.0,240.0,51.0,94.0,0.543,13.0,33.0,0.394,13.0,17.0,0.765,13.0,37.0,50.0,31.0,10.0,0.0,18.0,20.0,128.0,,0.631,0.612,0.351,0.181,34.2,82.2,60.2,60.8,9.7,0.0,15.1,100.0,124.1,116.3,SAS,128,1,2023,2023-03-10,False
265.0,265.0,42.0,91.0,0.462,16.0,34.0,0.471,24.0,33.0,0.727,12.0,36.0,48.0,20.0,7.0,5.0,14.0,26.0,124.0,,0.588,0.549,0.374,0.363,25.5,75.0,50.5,47.6,6.5,7.4,11.7,100.0,115.3,114.4,BRK,124,0,1,265.0,265.0,48.0,98.0,0.49,9.0,30.0,0.3,18.0,29.0,0.621,12.0,35.0,47.0,29.0,10.0,6.0,14.0,21.0,123.0,,0.555,0.536,0.306,0.296,25.0,74.5,49.5,60.4,9.3,10.5,11.2,100.0,114.4,115.3,MIN,123,1,2023,2023-03-10,True
265.0,265.0,48.0,98.0,0.49,9.0,30.0,0.3,18.0,29.0,0.621,12.0,35.0,47.0,29.0,10.0,6.0,14.0,21.0,123.0,,0.555,0.536,0.306,0.296,25.0,74.5,49.5,60.4,9.3,10.5,11.2,100.0,114.4,115.3,MIN,123,1,0,265.0,265.0,42.0,91.0,0.462,16.0,34.0,0.471,24.0,33.0,0.727,12.0,36.0,48.0,20.0,7.0,5.0,14.0,26.0,124.0,,0.588,0.549,0.374,0.363,25.5,75.0,50.5,47.6,6.5,7.4,11.7,100.0,115.3,114.4,BRK,124,0,2023,2023-03-10,False
240.0,240.0,40.0,86.0,0.465,18.0,43.0,0.419,17.0,21.0,0.81,8.0,26.0,34.0,25.0,5.0,6.0,11.0,20.0,115.0,,0.604,0.57,0.5,0.244,18.6,70.3,42.5,62.5,5.2,11.3,10.4,100.0,120.6,124.8,CLE,115,0,1,240.0,240.0,42.0,82.0,0.512,14.0,29.0,0.483,21.0,23.0,0.913,11.0,35.0,46.0,22.0,7.0,4.0,16.0,20.0,119.0,,0.646,0.598,0.354,0.28,29.7,81.4,57.5,52.4,7.3,9.3,14.8,100.0,124.8,120.6,MIA,119,1,2023,2023-03-10,False
240.0,240.0,42.0,82.0,0.512,14.0,29.0,0.483,21.0,23.0,0.913,11.0,35.0,46.0,22.0,7.0,4.0,16.0,20.0,119.0,,0.646,0.598,0.354,0.28,29.7,81.4,57.5,52.4,7.3,9.3,14.8,100.0,124.8,120.6,MIA,119,1,0,240.0,240.0,40.0,86.0,0.465,18.0,43.0,0.419,17.0,21.0,0.81,8.0,26.0,34.0,25.0,5.0,6.0,11.0,20.0,115.0,,0.604,0.57,0.5,0.244,18.6,70.3,42.5,62.5,5.2,11.3,10.4,100.0,120.6,124.8,CLE,115,0,2023,2023-03-10,True
